,Date,Hashrate_Price_Multiple
121,2019-10-16,98935268.8522
122,2019-10-15,87295825.4578
123,2019-10-14,91822275.6668
124,2019-10-13,86002553.9696
125,2019-10-12,100875176.085
126,2019-10-11,103681264.293
127,2019-10-10,87532580.6966
128,2019-10-09,102755638.20899999
129,2019-10-08,98315579.7679
130,2019-10-07,94509815.3898
131,2019-10-06,100218461.957
132,2019-10-05,93241227.2637
133,2019-10-04,93241227.2637
134,2019-10-03,93875521.3267
135,2019-10-02,90704051.0117
136,2019-10-01,82458228.1924
137,2019-09-30,86263992.5705
138,2019-09-29,100852756.02
139,2019-09-28,83726816.3184
140,2019-09-27,102155715.06799999
141,2019-09-26,92209210.3075
142,2019-09-25,92800294.989
143,2019-09-24,67383653.6863
144,2019-09-23,98120057.1221
145,2019-09-22,98120057.1221
146,2019-09-21,89253786.9002
147,2019-09-20,87480532.8559
148,2019-09-19,102848734.574
149,2019-09-18,87480532.8559
150,2019-09-17,96346803.0777
151,2019-09-16,86889448.1744
152,2019-09-15,91618125.6261
153,2019-09-14,81711974.3616
154,2019-09-13,84605659.659
155,2019-09-12,98528109.9826
156,2019-09-11,97457152.2654
157,2019-09-10,78179913.3557
158,2019-09-09,94779757.9724
159,2019-09-08,80321828.7902
160,2019-09-07,84605659.659
161,2019-09-06,88354011.6692
162,2019-09-05,72825124.7697
163,2019-09-04,87818532.8106
164,2019-09-03,79786349.9315
165,2019-09-02,75959123.8205
166,2019-09-01,84033176.6577
167,2019-08-31,80995832.9231
168,2019-08-30,83526952.7019
169,2019-08-29,76439817.3211
170,2019-08-28,68340234.0288
171,2019-08-27,69352681.9404
172,2019-08-26,78464713.1442
173,2019-08-25,80995832.9231
174,2019-08-24,77452265.2327
175,2019-08-23,71377577.7635
176,2019-08-22,68846457.9846
177,2019-08-21,77452265.2327
178,2019-08-20,82514504.7904
179,2019-08-19,62740159.349
180,2019-08-18,63535915.7538
181,2019-08-17,72967028.2485
182,2019-08-16,77930771.6667
183,2019-08-15,75448899.9576
184,2019-08-14,77930771.6667
185,2019-08-13,66017787.4629
186,2019-08-12,75945274.2994
187,2019-08-11,74952525.6158
188,2019-08-10,72967028.2485
189,2019-08-09,70485156.5393
190,2019-08-08,75945274.2994
191,2019-08-07,79916269.034
192,2019-08-06,70305379.0081
193,2019-08-05,74828989.1705
194,2019-08-04,77517455.8473
195,2019-08-03,75725144.7295
196,2019-08-02,63627044.6839
197,2019-08-01,76621300.2884
198,2019-07-31,63627044.6839
199,2019-07-30,75277066.95
200,2019-07-29,78413611.4063
201,2019-07-28,68107822.4786
202,2019-07-27,74380911.3911
203,2019-07-26,67211666.9196
204,2019-07-25,62282811.3455
205,2019-07-24,64212845.1846
206,2019-07-23,71191928.9727
207,2019-07-22,67136692.5122
208,2019-07-21,79752983.7225
209,2019-07-20,53168655.815
210,2019-07-19,54520401.3019
211,2019-07-18,59927383.2491
212,2019-07-17,72994256.2884
213,2019-07-16,65784947.0254
214,2019-07-15,65334365.1964
215,2019-07-14,63532037.8807
216,2019-07-13,73895419.9463
217,2019-07-12,58125055.9334
218,2019-07-11,58125055.9334
219,2019-07-10,65740170.4585
220,2019-07-09,70209738.5775
221,2019-07-08,60348820.238000005
222,2019-07-07,70209738.5775
223,2019-07-06,74548542.6469
224,2019-07-05,65870934.5081
225,2019-07-04,67843118.176
226,2019-07-03,62321003.9059
227,2019-07-02,56404452.9022
228,2019-07-01,59954383.5044
229,2019-06-30,68631991.6432
230,2019-06-29,64293187.5738
231,2019-06-28,55539973.1845
232,2019-06-27,60773333.6869
233,2019-06-26,53775192.232
234,2019-06-25,65193212.5005
235,2019-06-24,66666505.4383
236,2019-06-23,51933576.0597
237,2019-06-22,48986990.18399999
238,2019-06-21,53038545.7631
239,2019-06-20,65193212.5005
240,2019-06-19,60036687.2179
241,2019-06-18,48986990.18399999
242,2019-06-17,47882020.4806
243,2019-06-16,53775192.232
244,2019-06-15,62264123.1632
245,2019-06-14,55994233.7353
246,2019-06-13,48577778.936000004
247,2019-06-12,53027651.8156
248,2019-06-11,58219170.1751
249,2019-06-10,54510942.7755
250,2019-06-09,45982019.7562
251,2019-06-08,58589992.9151
252,2019-06-07,58219170.1751
253,2019-06-06,59331638.3951
254,2019-06-05,57106701.9552
255,2019-06-04,44127906.0563
256,2019-06-03,48577778.936000004
257,2019-06-02,55994233.7353
258,2019-06-01,43386260.5764
259,2019-05-31,53664058.506000005
260,2019-05-30,57992303.1076
261,2019-05-29,54659412.1244
262,2019-05-28,55659279.4194
263,2019-05-27,54992701.2227
264,2019-05-26,46660473.7647
265,2019-05-25,50993232.0429
266,2019-05-24,52659677.5345
267,2019-05-23,55659279.4194
268,2019-05-22,50993232.0429
269,2019-05-21,53659544.8295
270,2019-05-20,54326123.0261
271,2019-05-19,50986743.4509
272,2019-05-18,50308167.4802
273,2019-05-17,48642334.12
274,2019-05-16,49641834.1361
275,2019-05-15,50641334.1523
276,2019-05-14,55638834.2331
277,2019-05-13,52640334.1846
278,2019-05-12,43311667.3671
279,2019-05-11,41645834.0068
280,2019-05-10,49975000.8082
281,2019-05-09,50641334.1523
282,2019-05-08,42312167.3509
283,2019-05-07,50308167.4802
284,2019-05-06,42978500.695
285,2019-05-05,43006075.3622
286,2019-05-04,48003251.0622
287,2019-05-03,58109198.6542
288,2019-05-02,54003657.445
289,2019-05-01,44213520.7152
290,2019-04-30,51477170.5469
291,2019-04-29,51477170.5469
292,2019-04-28,43266088.1284
293,2019-04-27,47687440.1999
294,2019-04-26,45160953.3019
295,2019-04-25,51477170.5469
296,2019-04-24,36634060.0211
297,2019-04-23,42318655.5417
298,2019-04-22,51199133.0238
299,2019-04-21,41631660.1877
300,2019-04-20,48305437.7751
301,2019-04-19,47352040.9769
302,2019-04-18,43856252.7168
303,2019-04-17,46080845.24600001
304,2019-04-16,46080845.24600001
305,2019-04-15,38771469.7931
306,2019-04-14,42902855.9186
307,2019-04-13,47987638.8423
308,2019-04-12,49894432.4387
309,2019-04-11,47034242.0441
310,2019-04-10,41949459.1205
311,2019-04-09,47034242.0441
312,2019-04-08,44809649.515
313,2019-04-07,44081037.5637
314,2019-04-06,50104170.8893
315,2019-04-05,44396100.788
316,2019-04-04,45030330.7993
317,2019-04-03,49787055.8837
318,2019-04-02,43127640.7655
319,2019-04-01,44078985.7824
320,2019-03-31,44078985.7824
321,2019-03-30,46615905.8274
322,2019-03-29,46298790.8218
323,2019-03-28,47250135.8387
324,2019-03-27,42493410.7542
325,2019-03-26,46933020.833000004
326,2019-03-25,47490106.9906
327,2019-03-24,43744504.05899999
328,2019-03-23,48571483.8172
329,2019-03-22,43141131.5892
330,2019-03-21,48571483.8172
331,2019-03-20,52493404.8708
332,2019-03-19,48571483.8172
333,2019-03-18,44046190.2939
334,2019-03-17,49174856.287
335,2019-03-16,46157993.9381
336,2019-03-15,46761366.4079
337,2019-03-14,40727641.7101
338,2019-03-13,43141131.5892
339,2019-03-12,42839445.3543
340,2019-03-11,41045042.971
341,2019-03-10,41652968.3922
342,2019-03-09,44067633.2265
343,2019-03-08,42860300.8093
344,2019-03-07,38634637.3493
345,2019-03-06,44973132.5394
346,2019-03-05,41351135.2879
347,2019-03-04,44067633.2265
348,2019-03-03,39841969.7664
349,2019-03-02,48896962.8952
350,2019-03-01,45274965.6437
351,2019-02-28,42558467.7051
352,2019-02-27,48595129.7909
353,2019-02-26,43162133.9136
354,2019-02-25,41298258.2978
355,2019-02-24,43088722.1701
356,2019-02-23,48813797.1438
357,2019-02-22,35857048.5192
358,2019-02-21,39171565.6092
359,2019-02-20,47005878.731000006
360,2019-02-19,46704558.9956
361,2019-02-18,47909837.9374
362,2019-02-17,45197960.3183
363,2019-02-16,38267606.4028
364,2019-02-15,42486082.6992
365,2019-02-14,46101919.5247
366,2019-02-13,38568926.1383
367,2019-02-12,43691361.641
368,2019-02-11,41018987.2961
369,2019-02-10,43357261.8958
370,2019-02-09,47114891.26
371,2019-02-08,50294423.7991
372,2019-02-07,47403939.6727
373,2019-02-06,42490116.6578
374,2019-02-05,42490116.6578
375,2019-02-04,39888680.9441
376,2019-02-03,41622971.4199
377,2019-02-02,45669649.1969
378,2019-02-01,44802503.9589
379,2019-01-31,39310584.1188
380,2019-01-30,42201068.2452
381,2019-01-29,42070546.8156
382,2019-01-28,40071767.2419
383,2019-01-27,43874197.7101
384,2019-01-26,40364261.8933
385,2019-01-25,47384133.5269
386,2019-01-24,42704219.1045
387,2019-01-23,38024304.6821
388,2019-01-22,43874197.7101
389,2019-01-21,45921660.2699
390,2019-01-20,38901788.6363
391,2019-01-19,40364261.8933
392,2019-01-18,37146820.7279
393,2019-01-17,38901788.6363
394,2019-01-16,38609293.9849
395,2019-01-15,43581703.0587
396,2019-01-14,38264362.2983
397,2019-01-13,38543664.2129
398,2019-01-12,41336683.3588
399,2019-01-11,43571098.6755
400,2019-01-10,45805513.9922
401,2019-01-09,47202023.5651
402,2019-01-08,39381569.9567
403,2019-01-07,39381569.9567
404,2019-01-06,45526212.0776
405,2019-01-05,41615985.2734
406,2019-01-04,43291796.7609
407,2019-01-03,42174589.1025
408,2019-01-02,41615985.2734
409,2019-01-01,43291796.7609
410,2018-12-31,44676132.2353
411,2018-12-30,35030149.139
412,2018-12-29,42391557.2914
413,2018-12-28,44168448.9144
414,2018-12-27,39853140.6872
415,2018-12-26,40360824.008
416,2018-12-25,38583932.385
417,2018-12-24,44676132.2353
418,2018-12-23,44422290.5749
419,2018-12-22,35537832.4599
420,2018-12-21,34268624.1577
421,2018-12-20,37822407.4037
422,2018-12-19,32491732.5347
423,2018-12-18,44909481.2636
424,2018-12-17,32278689.6582
425,2018-12-16,41821954.4267
426,2018-12-15,40979901.653000005
427,2018-12-14,36769637.7846
428,2018-12-13,33682110.9477
429,2018-12-12,35085532.2372
430,2018-12-11,34804847.9793
431,2018-12-10,35927585.0109
432,2018-12-09,35646900.753
433,2018-12-08,31998005.4003
434,2018-12-07,37892374.8162
435,2018-12-06,36488953.5267
436,2018-12-05,38734427.5899
437,2018-12-04,31998005.4003
438,2018-12-03,37704074.2119
439,2018-12-02,41011449.1428
440,2018-12-01,33404486.8018
441,2018-11-30,34727436.7741
442,2018-11-29,39027024.1843
443,2018-11-28,43326611.5944
444,2018-11-27,36711861.7326
445,2018-11-26,42003661.622
446,2018-11-25,47295461.5114
447,2018-11-24,41342186.6359
448,2018-11-23,40349974.1566
449,2018-11-22,34727436.7741
450,2018-11-21,43657349.0875
451,2018-11-20,41672924.1289
452,2018-11-19,40680711.6497
453,2018-11-18,47956936.4976
454,2018-11-17,41672924.1289
455,2018-11-16,45356615.7674
456,2018-11-15,48213725.4221
457,2018-11-14,42856644.8196
458,2018-11-13,49999418.9562
459,2018-11-12,52142251.1972
460,2018-11-11,46785170.5947
461,2018-11-10,45356615.7674
462,2018-11-09,43213783.5264
463,2018-11-08,46428031.8879
464,2018-11-07,45713754.4743
465,2018-11-06,51427973.7835
466,2018-11-05,43928060.9401
467,2018-11-04,57499331.7996
468,2018-11-03,51070835.0767
469,2018-11-02,54999360.8518
470,2018-11-01,58201028.6134
471,2018-10-31,54987474.8863
472,2018-10-30,52130982.6844
473,2018-10-29,49988613.533
474,2018-10-28,48560367.4321
475,2018-10-27,51059798.1087
476,2018-10-26,48917428.9573
477,2018-10-25,40347952.3516
478,2018-10-24,54987474.8863
479,2018-10-23,55344536.4115
480,2018-10-22,49274490.4825
481,2018-10-21,51059798.1087
482,2018-10-20,50702736.5835
483,2018-10-19,49274490.4825
484,2018-10-18,51141213.2188
485,2018-10-17,50029447.7141
486,2018-10-16,60035337.2569
487,2018-10-15,42247089.1808
488,2018-10-14,52252978.7236
489,2018-10-13,48917682.2093
490,2018-10-12,58923571.7521
491,2018-10-11,53364744.2283
492,2018-10-10,48176505.2061
493,2018-10-09,50029447.7141
494,2018-10-08,52623567.2252
495,2018-10-07,46323562.6982
496,2018-10-06,48176505.2061
497,2018-10-05,55588275.2378
498,2018-10-04,51556103.2103
499,2018-10-03,48711628.5505
500,2018-10-02,56178374.5327
501,2018-10-01,57956171.1951
502,2018-09-30,54045018.5377
503,2018-09-29,54756137.2027
504,2018-09-28,50844984.5454
505,2018-09-27,49422747.2154
506,2018-09-26,60089527.19
507,2018-09-25,52622781.2078
508,2018-09-24,53333899.8728
509,2018-09-23,55111696.5352
510,2018-09-22,51200543.8779
511,2018-09-21,54756137.2027
512,2018-09-20,54432500.6731
513,2018-09-19,49547532.664
514,2018-09-18,47105048.6594
515,2018-09-17,48500753.8049
516,2018-09-16,48849680.0912
517,2018-09-15,46058269.8003
518,2018-09-14,51641090.3822
519,2018-09-13,58619616.1095
520,2018-09-12,49198606.3776
521,2018-09-11,47105048.6594
522,2018-09-10,56874984.6776
523,2018-09-09,52338942.9549
524,2018-09-08,53036795.5276
525,2018-09-07,50161828.7939
526,2018-09-06,44142409.3386
527,2018-09-05,42135936.1869
528,2018-09-04,48155355.6421
529,2018-09-03,48155355.6421
530,2018-09-02,50496240.9858
531,2018-09-01,51833889.7537
532,2018-08-31,51499477.5617
533,2018-08-30,46483294.6823
534,2018-08-29,51165065.3698
535,2018-08-28,61866255.5125
536,2018-08-27,57853309.2089
537,2018-08-26,45145645.9145
538,2018-08-25,48824180.026
539,2018-08-24,47324585.0892
540,2018-08-23,50818346.4046
541,2018-08-22,47006970.4242
542,2018-08-21,47642199.7543
543,2018-08-20,46054126.4291
544,2018-08-19,50818346.4046
545,2018-08-18,48277429.0843
546,2018-08-17,50183117.0745
547,2018-08-16,51135961.0696
548,2018-08-15,43195594.4439
549,2018-08-14,47642199.7543
550,2018-08-13,49230273.0794
551,2018-08-12,53994493.0548
552,2018-08-11,52051671.9162
553,2018-08-10,44066472.2472
554,2018-08-09,46432457.3343
555,2018-08-08,44657968.518999994
556,2018-08-07,38743005.8012
557,2018-08-06,47319701.742
558,2018-08-05,52051671.9162
559,2018-08-04,49094190.5573
560,2018-08-03,45249464.7908
561,2018-08-02,44362220.3831
562,2018-08-01,43474975.9754
563,2018-07-31,39630250.2089
564,2018-07-30,50277183.1008
565,2018-07-29,37327804.5992
566,2018-07-28,42991333.5728
567,2018-07-27,42476467.3025
568,2018-07-26,45565664.9245
569,2018-07-25,40931868.4915
570,2018-07-24,42733900.4377
571,2018-07-23,46852830.6003
572,2018-07-22,35268339.5178
573,2018-07-21,39644702.8157
574,2018-07-20,44021066.1135
575,2018-07-19,44793365.518999994
576,2018-07-18,40931868.4915
577,2018-07-17,31995588.3032
578,2018-07-16,35461777.0361
579,2018-07-15,35461777.0361
580,2018-07-14,38128076.0613
581,2018-07-13,37594816.2563
582,2018-07-12,35995036.8411
583,2018-07-11,39727855.4765
584,2018-07-10,36261666.7437
585,2018-07-09,42127524.5992
586,2018-07-08,41594264.7942
587,2018-07-07,42660784.4043
588,2018-07-06,36528296.6462
589,2018-07-05,35728406.9386
590,2018-07-04,30929068.6931
591,2018-07-03,37594816.2563
592,2018-07-02,37103365.372
593,2018-07-01,35588942.2956
594,2018-06-30,38112980.7563
595,2018-06-29,39627403.8327
596,2018-06-28,30540865.3742
597,2018-06-27,36850961.5259
598,2018-06-26,39627403.8327
599,2018-06-25,43161057.6776
600,2018-06-24,40384615.3709
601,2018-06-23,38112980.7563
602,2018-06-22,42908653.8316
603,2018-06-21,39122596.1405
604,2018-06-20,39122596.1405
605,2018-06-19,40279018.6112
606,2018-06-18,38559792.2071
607,2018-06-17,40770226.1553
608,2018-06-16,37577377.119
609,2018-06-15,37577377.119
610,2018-06-14,35121339.3988
611,2018-06-13,35612546.9429
612,2018-06-12,34384528.0828
613,2018-06-11,31191679.0465
614,2018-06-10,35121339.3988
615,2018-06-09,35612546.9429
616,2018-06-08,35121339.3988
617,2018-06-07,36103754.4869
618,2018-06-06,42980660.1034
619,2018-06-05,39180231.3025
620,2018-06-04,34898238.8104
621,2018-06-03,32543142.9398
622,2018-06-02,35540537.6842
623,2018-06-01,36396936.1826
624,2018-05-31,37253334.6811
625,2018-05-30,29759847.8199
626,2018-05-29,33399541.4382
627,2018-05-28,35112338.435
628,2018-05-27,34684139.1858
629,2018-05-26,37681533.9303
630,2018-05-25,30616246.3183
631,2018-05-24,33370917.2394
632,2018-05-23,31104990.7602
633,2018-05-22,32340950.6579
634,2018-05-21,29663037.5461
635,2018-05-20,31722970.709000003
636,2018-05-19,30487010.8113
637,2018-05-18,27191117.7506
638,2018-05-17,36872803.6163
639,2018-05-16,30075024.1787
640,2018-05-15,27191117.7506
641,2018-05-14,30487010.8113
642,2018-05-13,33988897.1883
643,2018-05-12,26161151.1691
644,2018-05-11,30790397.6546
645,2018-05-10,31990023.5372
646,2018-05-09,27791332.948000003
647,2018-05-08,29990647.0661
648,2018-05-07,27391457.6537
649,2018-05-06,32189961.1843
650,2018-05-05,27591395.3009
651,2018-05-04,30190584.7133
652,2018-05-03,27991270.5951
653,2018-05-02,31590148.243
654,2018-05-01,30990335.3017
655,2018-04-30,31590148.243
656,2018-04-29,25592018.8298
657,2018-04-28,28391145.8893
658,2018-04-27,26910340.4324
659,2018-04-26,23474977.8241
660,2018-04-25,30345703.0408
661,2018-04-24,29200582.1714
662,2018-04-23,30536556.5191
663,2018-04-22,30345703.0408
664,2018-04-21,26146926.5195
665,2018-04-20,33971919.1275
666,2018-04-19,30536556.5191
667,2018-04-18,30918263.4756
668,2018-04-17,26910340.4324
669,2018-04-16,31109116.9538
670,2018-04-15,26146926.5195
671,2018-04-14,28798401.5171
672,2018-04-13,26878508.0827
673,2018-04-12,28100258.4501
674,2018-04-11,28623865.7504
675,2018-04-10,25656757.7153
676,2018-04-09,28100258.4501
677,2018-04-08,31416438.0187
678,2018-04-07,24085935.8143
679,2018-04-06,27227579.6162
680,2018-04-05,25656757.7153
681,2018-04-04,28449329.9836
682,2018-04-03,27227579.6162
683,2018-04-02,28274794.2168
684,2018-04-01,22031861.2314
685,2018-03-31,27884074.371
686,2018-03-30,26162835.2123
687,2018-03-29,23236728.6425
688,2018-03-28,26162835.2123
689,2018-03-27,25818587.3805
690,2018-03-26,23236728.6425
691,2018-03-25,26851330.8757
692,2018-03-24,22892480.8107
693,2018-03-23,24613719.9694
694,2018-03-22,26162835.2123
695,2018-03-21,21859737.3155
696,2018-03-20,26679206.9599
697,2018-03-19,25990711.2964
698,2018-03-18,24372959.7309
699,2018-03-17,25517998.1076
700,2018-03-16,23555075.1762
701,2018-03-15,23555075.1762
702,2018-03-14,25845151.9294
703,2018-03-13,26335882.6623
704,2018-03-12,25027267.3747
705,2018-03-11,22900767.5324
706,2018-03-10,23882228.9981
707,2018-03-09,26499459.5732
708,2018-03-08,25681575.0185
709,2018-03-07,25517998.1076
710,2018-03-06,24372959.7309
711,2018-03-05,22125683.7062
712,2018-03-04,26909615.3184
713,2018-03-03,23321666.6093
714,2018-03-02,24667147.3752
715,2018-03-01,23172168.7464
716,2018-02-28,23919658.0608
717,2018-02-27,21079198.6661
718,2018-02-26,25564134.5525
719,2018-02-25,21677190.1176
720,2018-02-24,22125683.7062
721,2018-02-23,22275181.5691
722,2018-02-22,25265138.8267
723,2018-02-21,21079198.6661
724,2018-02-20,23149934.669
725,2018-02-19,23149934.669
726,2018-02-18,21292223.8622
727,2018-02-17,22435430.5125
728,2018-02-16,18720008.899
729,2018-02-15,25579248.8009
730,2018-02-14,23435736.3316
731,2018-02-13,23721537.9942
732,2018-02-12,21578025.5248
733,2018-02-11,20434818.8745
734,2018-02-10,19291612.2242
735,2018-02-09,18720008.899
736,2018-02-08,20149017.2119
737,2018-02-07,24293141.3193
738,2018-02-06,23938939.7752
739,2018-02-05,23033142.054
740,2018-02-04,20445148.5648
741,2018-02-03,21739145.3094
742,2018-02-02,20703947.9137
743,2018-02-01,15139761.9119
744,2018-01-31,21609745.6349
745,2018-01-30,19151151.8202
746,2018-01-29,20445148.5648
747,2018-01-28,20315748.8903
748,2018-01-27,20056949.5414
749,2018-01-26,20445148.5648
750,2018-01-25,19491455.5975
751,2018-01-24,19602202.5043
752,2018-01-23,18494733.4362
753,2018-01-22,20709671.5723
754,2018-01-21,19712949.4111
755,2018-01-20,18273239.6226
756,2018-01-19,19159214.877
757,2018-01-18,18494733.4362
758,2018-01-17,17608758.1818
759,2018-01-16,16612036.0206
760,2018-01-15,17165770.5546
761,2018-01-14,16501289.1138
762,2018-01-13,17087521.8643
763,2018-01-12,18527481.5719
764,2018-01-11,15935554.0981
765,2018-01-10,15743559.4704
766,2018-01-09,15935554.0981
767,2018-01-08,15551564.8428
768,2018-01-07,16127548.7258
769,2018-01-06,13727615.8797
770,2018-01-05,16127548.7258
771,2018-01-04,15071578.2735
772,2018-01-03,16415540.6674
773,2018-01-02,14975580.9597
774,2018-01-01,15177350.2495
775,2017-12-31,13687548.998
776,2017-12-30,15363575.406
777,2017-12-29,13873774.1545
778,2017-12-28,14525562.202
779,2017-12-27,13221986.107
780,2017-12-26,12570198.0594
781,2017-12-25,14153111.8891
782,2017-12-24,12942648.3723
783,2017-12-23,14432449.6238
784,2017-12-22,12290860.3248
785,2017-12-21,12663310.6376
786,2017-12-20,13035760.9505
787,2017-12-19,16946489.2357
788,2017-12-18,14630524.3133
789,2017-12-17,13523349.5004
790,2017-12-16,13365181.67
791,2017-12-15,14630524.3133
792,2017-12-14,14709608.2285
793,2017-12-13,12337090.7723
794,2017-12-12,13523349.5004
795,2017-12-11,12969762.0939
796,2017-12-10,13760601.246
797,2017-12-09,12337090.7723
798,2017-12-08,11941671.1962
799,2017-12-07,14867776.0589
800,2017-12-06,11918845.1662
801,2017-12-05,12119724.5791
802,2017-12-04,11784925.5576
803,2017-12-03,10780528.492999999
804,2017-12-02,12253644.1877
805,2017-12-01,11182287.3189
806,2017-11-30,11584046.1447
807,2017-11-29,10445729.4715
808,2017-11-28,11383166.7318
809,2017-11-27,10244850.0586
810,2017-11-26,10445729.4715
811,2017-11-25,9977010.84138
812,2017-11-24,10648648.957999999
813,2017-11-23,8342572.113589999
814,2017-11-22,11733861.5907
815,2017-11-21,11869513.1697
816,2017-11-20,10852126.3266
817,2017-11-19,9224307.37762
818,2017-11-18,11326906.8534
819,2017-11-17,10309520.0103
820,2017-11-16,10309520.0103
821,2017-11-15,8681701.06129
822,2017-11-14,9495610.53579
823,2017-11-13,5426063.16331
824,2017-11-12,5426063.16331
825,2017-11-11,8139094.744960001
826,2017-11-10,11049821.7439
827,2017-11-09,10399832.2296
828,2017-11-08,11266484.9154
829,2017-11-07,9605400.60094
830,2017-11-06,10183169.0581
831,2017-11-05,9388737.42949
832,2017-11-04,8594305.80084
833,2017-11-03,10833158.5725
834,2017-11-02,7872095.229339999
835,2017-11-01,9966505.88669
836,2017-10-31,10616495.401
837,2017-10-30,11122042.8011
838,2017-10-29,6138789.85775
839,2017-10-28,7510989.943589999
840,2017-10-27,12999790.287
841,2017-10-26,11006184.1902
842,2017-10-25,9935312.2149
843,2017-10-24,10173283.765
844,2017-10-23,10827705.5276
845,2017-10-22,9102411.7897
846,2017-10-21,10649226.8651
847,2017-10-20,10589733.9776
848,2017-10-19,8983426.01467
849,2017-10-18,9756833.55236
850,2017-10-17,10351762.4275
851,2017-10-16,11601113.0653
852,2017-10-15,7877324.11724
853,2017-10-14,7597986.38258
854,2017-10-13,8547734.680410001
855,2017-10-12,7765589.02337
856,2017-10-11,8938807.508919999
857,2017-10-10,8994675.05585
858,2017-10-09,10167893.5414
859,2017-10-08,8827072.41506
860,2017-10-07,8882939.961989999
861,2017-10-06,6983443.366339999
862,2017-10-05,7486251.28872
863,2017-10-04,10223761.0883
864,2017-10-03,8380132.03961
865,2017-10-02,7130546.525339999
866,2017-10-01,7569349.388439999
867,2017-09-30,9269710.48294
868,2017-09-29,9708513.34604
869,2017-09-28,8063002.60942
870,2017-09-27,7569349.388439999
871,2017-09-26,6856294.7359
872,2017-09-25,7953301.89365
873,2017-09-24,9105159.40928
874,2017-09-23,7624199.74632
875,2017-09-22,9653662.98815
