,Unnamed: 0,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades, taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,upper,middle,lower
33,33,2017-09-19 01:00:00,4060.0,4089.97,3830.91,3910.04,902.332129,2017-09-20 00:59:59.999,3558315.19743872,7342,257.320352,1016803.88177532,7553.27397114,3981.8081371861813,3707.7946422192344,3433.7811472522876
34,34,2017-09-20 01:00:00,3910.04,4046.08,3820.0,3900.0,720.935076,2017-09-21 00:59:59.999,2839584.45308804,7231,395.275138,1562210.14983916,7439.36194465,4009.4012524239097,3754.756332144707,3500.111411865504
35,35,2017-09-21 01:00:00,3889.99,3910.0,3567.0,3609.99,1001.654084,2017-09-22 00:59:59.999,3757043.07821264,8714,517.258926,1946238.63873747,7506.06276719,4073.267981516608,3765.193390912291,3457.1188003079737
36,36,2017-09-22 01:00:00,3592.84,3750.0,3505.55,3595.87,838.966425,2017-09-23 00:59:59.999,3031771.43292849,8152,511.059869,1848104.61254174,7653.40066377,4094.45972935503,3742.7860248162688,3391.1123202775075
37,37,2017-09-23 01:00:00,3595.88,3817.19,3542.91,3780.0,752.792791,2017-09-24 00:59:59.999,2799706.99951511,8402,431.94671,1608679.14327472,7779.08973354,3996.9740951420035,3725.7541893828784,3454.5342836237533
38,38,2017-09-24 01:00:00,3779.54,3789.99,3622.76,3660.02,661.63639,2017-09-25 00:59:59.999,2445788.43620041,8724,290.93917,1077964.32638088,7915.33467487,3937.943036073739,3707.2531793049784,3476.5633225362176
39,39,2017-09-25 01:00:00,3660.02,3979.87,3653.69,3920.75,727.994713,2017-09-26 00:59:59.999,2784170.85318322,9740,298.839159,1144089.17964881,8173.23574241,3963.8624719544496,3719.2633574507254,3474.664242947001
40,40,2017-09-26 01:00:00,3928.0,3976.99,3850.05,3882.35,526.727987,2017-09-27 00:59:59.999,2061195.57868009,7971,225.570283,883925.0185633,8870.39452351,3999.6203975582052,3750.075694901563,3500.530992244921
41,41,2017-09-27 01:00:00,3882.36,4249.94,3872.81,4193.0,628.170966,2017-09-28 00:59:59.999,2554629.81447101,8373,348.083641,1418522.03112125,9629.05334499,4178.4744069836215,3823.210725169689,3467.947043355756
42,42,2017-09-28 01:00:00,4192.11,4300.0,4101.0,4174.5,849.785325,2017-09-29 00:59:59.999,3553178.87037354,11426,364.517452,1525467.35780567,10915.25822059,4314.0915881591845,3916.4285966500647,3518.765605140945
43,43,2017-09-29 01:00:00,4178.98,4263.86,3952.01,4174.69,1602.309565,2017-09-30 00:59:59.999,6571746.35900076,14834,660.408235,2706153.81551434,10839.14992836,4282.688617243004,4007.7444130414788,3732.8002088399535
44,44,2017-09-30 01:00:00,4175.0,4380.0,4138.1,4378.51,720.353183,2017-10-01 00:59:59.999,3088354.40084536,9324,292.966693,1258540.22252994,11158.76978487,4425.839834594093,4107.909869727619,3789.9799048611435
45,45,2017-10-01 01:00:00,4378.49,4406.52,4240.04,4378.48,726.963685,2017-10-02 00:59:59.999,3137143.89184457,9816,291.975904,1263465.86667018,12307.06710083,4398.8543532276635,4204.619357163698,4010.3843610997314
46,46,2017-10-02 01:00:00,4400.0,4561.63,4360.0,4380.0,655.756974,2017-10-03 00:59:59.999,2905282.77570845,8185,289.541406,1286786.89051625,12741.57240735,4486.811328007496,4286.53636078495,4086.261393562405
47,47,2017-10-03 01:00:00,4380.0,4467.33,4180.8,4310.0,1082.323563,2017-10-04 00:59:59.999,4627422.74283879,12379,492.735181,2107462.11039911,12115.87839548,4499.035722265598,4340.1286497484325,4181.221577231267
48,48,2017-10-04 01:00:00,4314.9,4373.0,4142.0,4208.59,868.465101,2017-10-05 00:59:59.999,3676415.10054891,11006,292.928777,1237552.36930596,11935.85608959,4489.769110665558,4356.089818866134,4222.41052706671
49,49,2017-10-05 01:00:00,4208.59,4355.0,4110.0,4292.43,779.138638,2017-10-06 00:59:59.999,3295532.82397779,9158,351.042019,1483036.83360606,11978.70488858,4482.025328547539,4355.198979865689,4228.372631183838
50,50,2017-10-06 01:00:00,4318.99,4417.0,4292.0,4369.0,506.529176,2017-10-07 00:59:59.999,2212035.12414239,6546,226.148177,988106.60264063,11712.06979077,4479.634993878198,4356.497305350367,4233.359616822537
51,51,2017-10-07 01:00:00,4369.0,4479.5,4312.56,4423.0,297.5975,2017-10-08 00:59:59.999,1302533.21459281,4804,145.313076,637146.85809303,11793.42539755,4513.239629166896,4368.241783886344,4223.243938605792
52,52,2017-10-08 01:00:00,4425.0,4658.0,4425.0,4640.0,518.462004,2017-10-09 00:59:59.999,2347356.46944654,7580,280.094854,1268660.82999198,12341.69993665,4703.137694225884,4411.3818662875165,4119.626038349149
53,53,2017-10-09 01:00:00,4640.0,4889.98,4550.0,4786.95,646.463145,2017-10-10 00:59:59.999,3040508.90436387,10372,350.756559,1654274.63749423,12767.59474695,4856.1541616521135,4489.450241280429,4122.746320908744
54,54,2017-10-10 01:00:00,4786.95,4960.0,4680.59,4783.06,1043.221773,2017-10-11 00:59:59.999,5044283.86347582,11967,678.832674,3289613.76073974,13164.13983532,4931.870738999847,4580.017976521052,4228.1652140422575
55,55,2017-10-11 01:00:00,4783.06,4881.61,4710.0,4821.43,753.429396,2017-10-12 00:59:59.999,3609240.90903919,5895,540.087975,2586977.71897445,12765.89768461,4963.837211965085,4668.380456036299,4372.923700107513
56,56,2017-10-12 01:00:00,4821.43,5439.99,4810.16,5430.0,1276.701482,2017-10-13 00:59:59.999,6659759.29119366,8030,796.594719,4149667.59915114,12748.51390836,5365.961570887303,4813.996980515851,4262.032390144398
57,57,2017-10-13 01:00:00,5439.99,5846.17,5379.84,5649.98,1879.82762,2017-10-14 00:59:59.999,10597340.30104987,11663,878.638077,4945786.36371635,12777.60251647,5756.409184977363,5014.914937868223,4273.420690759083
58,58,2017-10-14 01:00:00,5650.0,5900.0,5580.01,5869.99,970.759046,2017-10-15 00:59:59.999,5533972.4859947,6259,433.794904,2472775.20446234,12798.84104654,6128.7497456815645,5252.422121705269,4376.094497728974
59,59,2017-10-15 01:00:00,5855.03,5922.3,5400.01,5709.99,1343.523375,2017-10-16 00:59:59.999,7553650.20132813,7452,601.422361,3384776.70651666,12726.86837082,6195.191803546586,5463.7437170333,4732.295630520013
60,60,2017-10-16 01:00:00,5710.0,5788.91,5585.19,5760.02,1528.996462,2017-10-17 00:59:59.999,8701914.79553535,9153,719.218538,4096285.84717841,12715.45078732,5922.254094278376,5630.062156100841,5337.870217923306
61,61,2017-10-17 01:00:00,5760.0,5774.98,5508.63,5595.0,1429.869376,2017-10-18 00:59:59.999,8041662.31881055,9755,688.766779,3874630.11789208,13016.22919753,5916.836962618932,5727.772992661794,5538.709022704656
62,62,2017-10-18 01:00:00,5595.0,5596.0,5037.95,5512.06,2317.804373,2017-10-19 00:59:59.999,12456909.97604373,14824,1039.622475,5582555.96464678,13189.72198084,6008.866837888745,5758.451637902945,5508.036437917144
63,63,2017-10-19 01:00:00,5513.0,5710.0,5490.26,5683.9,1881.722107,2017-10-20 00:59:59.999,10609368.77338359,11553,866.172234,4889254.26776489,13428.74934808,5940.9070777614625,5764.542033787438,5588.176989813414
64,64,2017-10-20 01:00:00,5683.31,6110.0,5600.0,6010.01,1972.97722,2017-10-21 00:59:59.999,11486552.1888066,11656,833.037457,4827682.43818362,13852.63178273,6141.081291790105,5799.824440629687,5458.5675894692695
65,65,2017-10-21 01:00:00,6013.72,6171.0,5850.03,6024.97,1664.307693,2017-10-22 00:59:59.999,10114821.44026351,10182,796.022575,4842552.09005084,14145.57907082,6285.5601829679,5859.34898848342,5433.13779399894
66,66,2017-10-22 01:00:00,6003.27,6060.0,5720.03,5950.02,1362.092216,2017-10-23 00:59:59.999,8035415.37335629,8846,559.072342,3298113.25431534,14069.26805535,6323.210024946725,5916.210220838791,5509.210416730858
67,67,2017-10-23 01:00:00,5975.0,6080.0,5621.03,5915.93,1812.557715,2017-10-24 00:59:59.999,10607190.98072695,10736,733.791079,4292971.67402233,15590.77109723,6201.5371580027895,5955.390127925428,5709.243097848066
68,68,2017-10-24 01:00:00,5909.47,5925.0,5450.0,5477.03,2580.418767,2017-10-25 00:59:59.999,14564495.85056032,13075,1128.826117,6369508.22114772,15165.30044243,6331.155022530542,5924.805089709218,5518.455156887894
69,69,2017-10-25 01:00:00,5506.92,5704.96,5286.98,5689.99,2282.813205,2017-10-26 00:59:59.999,12544847.89154201,12026,1102.091326,6072831.20164732,14935.82000712,6272.165178542074,5869.874061583298,5467.582944624522
70,70,2017-10-26 01:00:00,5670.1,5939.99,5650.0,5861.77,1972.965882,2017-10-27 00:59:59.999,11417126.63602561,11429,779.739997,4524676.60186949,14848.80399429,6184.98834831548,5834.0385676574515,5483.088786999423
71,71,2017-10-27 01:00:00,5861.77,5980.0,5649.24,5768.83,1403.706416,2017-10-28 00:59:59.999,8167069.73635031,8305,624.087409,3639525.74476665,14768.28639563,6117.661711212449,5810.119236487557,5502.576761762665
72,72,2017-10-28 01:00:00,5768.79,5850.02,5630.03,5719.64,1276.754412,2017-10-29 00:59:59.999,7308076.01911184,8556,522.437128,2992463.28829385,15128.6327094,6042.953401859669,5788.317864858393,5533.682327857116
73,73,2017-10-29 01:00:00,5709.98,6189.88,5648.01,6169.98,1804.778173,2017-10-29 23:59:59.999,10620967.62459168,10651,954.170196,5607341.71306722,15033.66434266,6168.617492707896,5820.600730950777,5472.583969193657
74,74,2017-10-30 00:00:00,6133.01,6248.68,6030.0,6120.5,1473.687043,2017-10-30 23:59:59.999,9030219.28673499,9027,568.13297,3484470.96871416,15422.10308205,6253.155895296169,5885.736943014308,5518.3179907324475
75,75,2017-10-31 00:00:00,6120.52,6498.01,6100.0,6463.0,1511.774925,2017-10-31 23:59:59.999,9487640.8400991,12503,666.763568,4189144.86604943,15785.31815937,6549.583077586807,5999.589776973127,5449.5964763594475
76,76,2017-11-01 00:00:00,6463.0,6774.67,6338.02,6753.98,1675.615188,2017-11-01 23:59:59.999,10951171.07254041,16775,681.762424,4456444.95893702,16751.57359735,6862.458473813556,6167.496524696995,5472.534575580434
77,77,2017-11-02 00:00:00,6753.98,7300.0,6685.1,7019.98,2503.610803,2017-11-02 23:59:59.999,17369001.33091877,20222,1152.043042,8002005.80575711,18700.68208091,7068.399901081698,6381.938306829066,5695.476712576435
78,78,2017-11-03 00:00:00,7010.31,7346.34,6923.0,7115.04,1891.497592,2017-11-03 23:59:59.999,13614451.74654126,15375,790.186344,5689002.21482195,18555.29878963,7342.721335497071,6610.930522545794,5879.139709594517
79,79,2017-11-04 00:00:00,7115.02,7480.99,6901.0,7357.09,1399.191767,2017-11-04 23:59:59.999,10064538.39659038,13395,638.387268,4597312.95311455,18835.77861881,7461.321615553958,6846.104070368616,6230.886525183274
80,80,2017-11-05 00:00:00,7357.27,7590.25,7279.02,7345.01,1207.83233,2017-11-05 23:59:59.999,9000403.86573288,11090,540.675195,4027338.87761942,19065.20952449,7504.216093534136,7056.265588589853,6608.31508364557
81,81,2017-11-06 00:00:00,7345.1,7401.0,6906.0,6960.12,1763.019261,2017-11-06 23:59:59.999,12673524.6216398,13525,730.003787,5258426.96569148,19567.37120081,7505.41331648863,7177.205259208164,6848.9972019276975
82,82,2017-11-07 00:00:00,6981.72,7198.49,6901.0,7064.04,1440.259494,2017-11-07 23:59:59.999,10173272.33780804,13132,591.187992,4181187.39303234,20220.5235436,7545.3818989223755,7230.531118012041,6915.680337101706
83,83,2017-11-08 00:00:00,7070.0,7770.02,6651.0,7303.0,2822.298802,2017-11-08 23:59:59.999,20491286.19840822,24381,1291.344472,9394534.42380506,20208.86059116,7593.298418801137,7268.1271104975385,6942.95580219394
84,84,2017-11-09 00:00:00,7303.01,7392.0,7015.0,7079.99,1913.398308,2017-11-09 23:59:59.999,13798534.34721742,13818,724.154878,5221300.62862515,19895.28433849,7570.765436772958,7274.4117250300005,6978.058013287043
85,85,2017-11-10 00:00:00,7079.0,7279.91,6255.01,6506.98,3254.704105,2017-11-10 23:59:59.999,22083345.18396158,18889,1565.261439,10594456.21115611,19363.40956935,7715.583179864988,7189.850985591223,6664.118791317459
86,86,2017-11-11 00:00:00,6503.0,6797.98,6100.0,6245.05,2754.156861,2017-11-11 23:59:59.999,17681445.46474999,17840,1127.476148,7260382.61767693,19243.13209845,7810.139770282429,7016.653403478325,6223.167036674222
87,87,2017-11-12 00:00:00,6245.05,6630.0,5325.01,5811.03,4968.483069,2017-11-12 23:59:59.999,29711508.60084671,31069,2267.410744,13607604.41635319,20778.87665623,7845.817860241078,6757.283740096038,5668.749619950998
88,88,2017-11-13 00:00:00,5839.94,6697.47,5699.99,6465.99,2621.243039,2017-11-13 23:59:59.999,16498136.09913936,16165,1299.996919,8190123.54546063,21608.61544096,7372.945547403167,6549.9252464725,5726.904945541832
89,89,2017-11-14 00:00:00,6465.99,6684.98,6311.07,6574.99,1254.292531,2017-11-14 23:59:59.999,8168729.97122799,10476,612.136202,3991112.7307127,22144.18020425,6989.745001860956,6434.076611772063,5878.40822168317
90,90,2017-11-15 00:00:00,6575.99,7298.0,6575.99,7240.06,1779.605845,2017-11-15 23:59:59.999,12446186.45092821,10313,958.59199,6705958.0325874,22264.30302234,7403.874892721714,6470.561582704147,5537.248272686581
91,91,2017-11-16 00:00:00,7240.14,7940.0,7076.0,7864.5,2331.95675,2017-11-16 23:59:59.999,17499577.25815967,14961,1196.410717,8973214.5702364,22959.91068207,8084.188870139145,6679.428488659112,5274.668107179079
92,92,2017-11-17 00:00:00,7876.98,7989.0,7451.0,7699.19,3982.395925,2017-11-17 23:59:59.999,31024092.61951179,22012,1910.208237,14893068.96849563,24179.34035353,8092.03269881719,6954.687672778087,5817.3426467389845
93,93,2017-11-18 00:00:00,7680.01,7819.99,7422.0,7761.94,3954.266477,2017-11-18 23:59:59.999,30334498.31525712,18383,1891.340324,14512569.88845333,25021.81367794,8183.007740402264,7228.632719388079,6274.257698373894
94,94,2017-11-19 00:00:00,7761.94,8123.15,7650.33,8038.0,3867.340444,2017-11-19 23:59:59.999,30322635.7689457,14897,2097.613346,16448877.84771707,25225.50785325,8025.2066999776425,7492.638619762674,6960.070539547706
95,95,2017-11-20 00:00:00,8057.11,8319.99,7954.0,8212.0,3886.634348,2017-11-20 23:59:59.999,31567135.38731295,20101,1816.366339,14741452.72913412,26699.12992969,8116.376117727639,7741.260679154657,7366.145240581674
96,96,2017-11-21 00:00:00,8212.49,8400.0,7801.0,8119.51,4544.474016,2017-11-21 23:59:59.999,37074997.58090905,20798,2222.291215,18131894.11366924,26767.13145553,8343.880404788746,7941.7925558007955,7539.704706812845
97,97,2017-11-22 00:00:00,8091.09,8322.68,8091.09,8205.92,3545.00571,2017-11-22 23:59:59.999,29124078.47217724,14752,1823.860374,14992767.17647145,28100.57180547,8426.108044061628,8095.070225412885,7764.032406764141
98,98,2017-11-23 00:00:00,8233.03,8260.0,8000.0,8019.99,4093.952687,2017-11-23 23:59:59.999,33400702.99957629,16625,2163.755131,17665030.24869222,33334.81199912,8342.203670111754,8180.7891941325,8019.374718153245
99,99,2017-11-24 00:00:00,8019.97,8369.0,7850.0,8138.0,4411.789112,2017-11-24 23:59:59.999,35840264.45804051,19754,2166.425275,17613353.73937526,34776.4850557,8364.843316041444,8225.268271511057,8085.693226980669
100,100,2017-11-25 00:00:00,8138.99,8734.78,8090.0,8700.01,4292.623682,2017-11-25 23:59:59.999,36093005.20140187,18632,2294.9233,19306904.20494265,34415.09051688,8787.625994007443,8309.260465383486,7830.89493675953
101,101,2017-11-26 00:00:00,8700.04,9350.0,8604.72,9128.02,4147.380237,2017-11-26 23:59:59.999,37138533.83941873,19268,2035.291755,18226481.88953511,33666.3882631,9302.710741407756,8471.629722840018,7640.54870427228
102,102,2017-11-27 00:00:00,9128.0,9654.28,9112.04,9650.0,4521.625707,2017-11-27 23:59:59.999,42961064.95202934,22806,2433.447575,23145323.64948013,33404.17124441,9950.51012060853,8730.589325632278,7510.668530656027
103,103,2017-11-28 00:00:00,9650.0,9939.0,9570.5,9896.8,4917.210985,2017-11-28 23:59:59.999,48235644.0576554,18923,2431.138502,23851135.77284698,36125.64862144,10323.258531744297,9050.913157651441,7778.567783558585
104,104,2017-11-29 00:00:00,9896.79,11300.03,8520.0,9687.88,13352.538715,2017-11-29 23:59:59.999,135976167.45757934,47894,8662.632362,88423971.28943045,35734.42290453,10215.904101000384,9341.669466097606,8467.434831194829
105,105,2017-11-30 00:00:00,9687.88,10900.0,8850.8,9838.96,9389.574329,2017-11-30 23:59:59.999,91430904.34116387,41153,5360.660242,52384338.03597776,34507.18297716,10126.999383720671,9582.906167237052,9038.812950753432
106,106,2017-12-01 00:00:00,9837.0,10898.0,9380.0,10782.99,6134.923633,2017-12-01 23:59:59.999,62260697.58291551,32375,3269.868588,33193672.16592109,35258.70264511,10705.76126032804,9873.672147446741,9041.583034565443
107,107,2017-12-02 00:00:00,10775.04,11190.0,10620.0,10890.01,4765.439757,2017-12-02 23:59:59.999,52046689.84006951,29694,2390.194275,26111051.97904352,35491.76836387,11211.695099196244,10192.412881837627,9173.13066447901
108,108,2017-12-03 00:00:00,10902.69,11825.0,10500.0,11165.41,5346.636524,2017-12-03 23:59:59.999,60350708.29332783,39335,2574.246187,29090180.16290429,36967.53447487,11709.227083418113,10519.994432739812,9330.76178206151
109,109,2017-12-04 00:00:00,11165.41,11600.0,10802.0,11579.0,4663.424562,2017-12-04 23:59:59.999,52814985.63993067,32232,2516.855031,28512751.47162289,38439.0128445,12012.622104919015,10860.50774444289,9708.393383966764
110,110,2017-12-05 00:00:00,11571.03,11853.0,11447.68,11699.99,5550.732055,2017-12-05 23:59:59.999,64721253.04527842,31317,3135.630565,36570499.65542363,41389.60555981,11912.820402716692,11185.050078287859,10457.279753859026
111,111,2017-12-06 00:00:00,11699.99,13615.23,11665.58,13550.05,6707.946319,2017-12-06 23:59:59.999,84409526.69576178,40196,3830.098381,48223185.56586906,45450.55273361,13539.027320307408,11673.629910106778,9808.232499906147
112,112,2017-12-07 00:00:00,13541.01,16649.96,13050.0,16599.0,7487.065695,2017-12-07 23:59:59.999,109555325.34649764,57541,3931.041376,57501459.77355417,45395.61009256,16625.66748036034,12596.04845219411,8566.429424027881
113,113,2017-12-08 00:00:00,16599.0,17204.99,14015.0,15880.0,17589.013136,2017-12-08 23:59:59.999,271586476.6191432,84727,11950.291812,184080403.13797045,46531.1423036,17796.30124996683,13644.46490692257,9492.628563878312
114,114,2017-12-09 00:00:00,15880.01,16269.3,12535.0,14656.07,13918.758687,2017-12-09 23:59:59.999,205372672.98786432,66738,7988.323023,118308773.57971704,49315.71225282,17925.520249977635,14452.840603931501,10980.16095788537
115,115,2017-12-10 00:00:00,14664.01,15720.12,12368.0,14899.98,16553.037173,2017-12-10 23:59:59.999,233767963.46201488,80669,8736.869344,123176894.48606697,52013.21543166,17083.486672122424,14987.13184608776,12890.777020053092
116,116,2017-12-11 00:00:00,14946.26,17470.0,14901.08,16587.97,11820.401762,2017-12-11 23:59:59.999,193045127.9036004,71373,5905.234633,96386375.05815984,57322.41308572,17124.673988065988,15486.165695229196,13847.657402392402
117,117,2017-12-12 00:00:00,16587.97,16976.45,15875.0,16349.99,9436.802411,2017-12-12 23:59:59.999,155716213.09834388,76032,4395.051525,72561808.35535774,61152.46949264,17463.671275120665,15922.236911865832,14380.802548611
118,118,2017-12-13 00:00:00,16349.99,16546.0,14666.56,16033.29,12416.328801,2017-12-13 23:59:59.999,196769674.31153056,83847,6127.957739,97124627.48575148,61987.68707248,17788.13605772619,16225.642478245325,14663.148898764459
119,119,2017-12-14 00:00:00,16030.34,16445.0,15450.0,16334.98,11616.867151,2017-12-14 23:59:59.999,186092495.1834846,86150,5999.075173,96150362.10506035,65040.83678882,17627.510041921283,16433.169710833405,15238.829379745526
120,120,2017-12-15 00:00:00,16334.98,17991.0,16298.45,17539.83,9181.273947,2017-12-15 23:59:59.999,159809704.04408672,85478,4712.5784,81924043.94046211,69046.68373417,17735.38091464466,16702.874655223874,15670.368395803087
121,121,2017-12-16 00:00:00,17516.81,19539.0,17190.01,19102.66,4202.628709,2017-12-16 23:59:59.999,76293721.36508314,51777,2308.847163,41958921.17812987,72421.70814518,19465.807484377307,17187.938266604135,14910.069048830961
122,122,2017-12-17 00:00:00,19120.19,19798.68,18510.0,18860.02,9177.183434,2017-12-17 23:59:59.999,175867439.47045135,84581,4197.960835,80497172.92855518,76007.97007851,20260.031476729826,17745.947282798545,15231.863088867261
123,123,2017-12-18 00:00:00,18860.04,19300.0,17029.98,18856.25,10624.633071,2017-12-18 23:59:59.999,196339245.745198,91956,4690.302146,86666689.06405357,0.0,20368.62561072793,18256.47968200456,16144.33375328119
124,124,2017-12-19 00:00:00,18856.25,18950.0,16300.0,17295.2,13210.74822,2017-12-19 23:59:59.999,232790625.92336664,116569,5740.506184,101134115.9201646,0.0,19984.750929026904,18474.773373941018,16964.79581885513
125,125,2017-12-20 00:00:00,17295.2,17720.35,14777.66,16488.98,13450.496693,2017-12-20 23:59:59.999,221193892.50223887,129762,5732.664035,94404363.82531904,0.0,20427.377335034333,18349.71832846397,16272.059321893603
